/* Noise measurement performed with PAQS - v2.8.4
/* Acquired at 15:6:41 on 17.2.2023
/* Frequency [Hz]	 Spectral power density [V/sqrt(Hz)]
56362.2	9.57987e-005
56409.8	0.000103776
56457.5	0.000103874
56505.2	0.000108149
56552.9	9.86423e-005
56600.6	0.000100621
56648.3	0.00010347
56695.9	0.000104879
56743.6	0.000102465
56791.3	0.000100225
56839	9.71816e-005
56886.7	9.9181e-005
56934.4	0.000101944
56982	0.000103228
57029.7	0.000103092
57077.4	0.000100066
57125.1	0.000101182
57172.8	0.000100458
57220.5	9.93188e-005
57268.1	9.54022e-005
57315.8	0.000106849
57363.5	0.000102533
57411.2	0.000103163
57458.9	0.000103658
57506.6	9.68979e-005
57554.2	0.000100656
57601.9	9.73848e-005
57649.6	9.88422e-005
57697.3	0.000101075
57745	0.000103523
57792.7	0.000100225
57840.3	9.67818e-005
57888	0.000100513
57935.7	9.92557e-005
57983.4	0.000100207
58031.1	9.86778e-005
58078.8	9.2639e-005
58126.4	0.000101058
58174.1	9.60691e-005
58221.8	0.000102579
58269.5	0.000101929
58317.2	9.7731e-005
58364.9	0.000102271
58412.6	9.96406e-005
58460.2	9.62785e-005
58507.9	0.000102927
58555.6	0.000102972
58603.3	9.47579e-005
58651	9.94163e-005
58698.7	0.000100799
58746.3	0.000100566
58794	0.000100233
58841.7	0.000102056
58889.4	9.85267e-005
58937.1	0.000102107
58984.8	0.000100201
59032.4	9.89393e-005
59080.1	9.59833e-005
59127.8	9.97802e-005
59175.5	9.80581e-005
59223.2	9.53042e-005
59270.9	0.00010046
59318.5	0.000101447
